Data,SKU,ContagemDeEventos,TotalDeUsuarios
"2024-10-01","(not set)",2713,2672
"2024-10-02","(not set)",2772,2726
"2024-10-03","(not set)",2713,2659
"2024-10-04","(not set)",2724,2674
"2024-10-05","(not set)",2696,2654
"2024-10-06","(not set)",2710,2662
"2024-10-07","(not set)",2644,2599
"2024-10-08","(not set)",2834,2785
"2024-10-09","(not set)",2762,2717
"2024-10-10","(not set)",2807,2758
"2024-10-11","(not set)",2821,2777
"2024-10-12","(not set)",2780,2740
"2024-10-13","(not set)",2742,2695
"2024-10-14","(not set)",2732,2686
"2024-10-15","(not set)",2882,2828
"2024-10-16","(not set)",2860,2802
"2024-10-17","(not set)",2817,2749
"2024-10-18","(not set)",2748,2704
"2024-10-19","(not set)",2772,2709
"2024-10-20","(not set)",2872,2805
"2024-10-21","(not set)",2885,2818
"2024-10-22","(not set)",2794,2748
"2024-10-23","(not set)",2807,2746
"2024-10-24","(not set)",2821,2754
"2024-10-25","(not set)",2691,2622
"2024-10-26","(not set)",2800,2741
"2024-10-27","(not set)",2729,2674
"2024-10-28","(not set)",3113,3032
"2024-10-29","(not set)",2920,2850
"2024-10-30","(not set)",2899,2844
"2024-10-31","(not set)",2799,2756
"2024-11-01","(not set)",3042,2979
"2024-11-02","(not set)",3189,3136
"2024-11-03","(not set)",3132,3077
"2024-11-04","(not set)",2977,2894
"2024-11-05","(not set)",2958,2892
"2024-11-06","(not set)",3017,2955
"2024-11-07","(not set)",2917,2856
"2024-11-08","(not set)",2868,2809
"2024-11-09","(not set)",3123,3051
"2024-11-10","(not set)",3042,2988
"2024-11-11","(not set)",3062,3008
"2024-11-12","(not set)",3235,3165
"2024-11-13","(not set)",3352,3288
"2024-11-14","(not set)",3153,3097
"2024-11-15","(not set)",3581,3505
"2024-11-16","(not set)",3422,3360
"2024-11-17","(not set)",3261,3206
"2024-11-18","(not set)",3346,3293
"2024-11-19","(not set)",3214,3152
"2024-11-20","(not set)",3673,3603
"2024-11-21","(not set)",3351,3287
"2024-11-22","(not set)",3090,3035
"2024-11-23","(not set)",3165,3103
"2024-11-24","(not set)",3120,3066
"2024-11-25","(not set)",3170,3098
"2024-11-26","(not set)",3039,2985
"2024-11-27","(not set)",3137,3077
"2024-11-28","(not set)",3239,3174
"2024-11-29","(not set)",3222,3170
"2024-11-30","(not set)",3351,3295
"2024-12-01","(not set)",3382,3328
"2024-12-02","(not set)",3390,3323
"2024-12-03","(not set)",3385,3315
"2024-12-04","(not set)",4145,4065
"2024-12-05","(not set)",3726,3660
"2024-12-06","(not set)",3341,3263
"2024-12-07","(not set)",3409,3365
"2024-12-08","(not set)",3342,3278
"2024-12-09","(not set)",3072,3025
"2024-12-10","(not set)",3218,3144
"2024-12-11","(not set)",3224,3177
"2024-12-12","(not set)",3074,3023
"2024-12-13","(not set)",2941,2890
"2024-12-14","(not set)",2980,2930
"2024-12-15","(not set)",3143,3095
"2024-12-16","(not set)",3027,2970
"2024-12-17","(not set)",3119,3067
"2024-12-18","(not set)",3226,3173
"2024-12-19","(not set)",3143,3069
"2024-12-20","(not set)",3058,2997
"2024-12-21","(not set)",3019,2972
"2024-12-22","(not set)",3066,3003
"2024-12-23","(not set)",2983,2923
"2024-12-24","(not set)",2685,2650
"2024-12-25","(not set)",3061,3002
"2024-12-26","(not set)",3526,3461
"2024-12-27","(not set)",3550,3483
"2024-12-28","(not set)",3358,3284
"2024-12-29","(not set)",3374,3318
"2024-12-30","(not set)",3271,3217
"2024-12-31","(not set)",2948,2895
"2025-01-01","(not set)",3109,3038
"2025-01-02","(not set)",3609,3542
"2025-01-03","(not set)",3561,3497
"2025-01-04","(not set)",3560,3474
"2025-01-05","(not set)",3612,3538
"2025-01-06","(not set)",3604,3538
