Data,SKU,ContagemDeEventos,TotalDeUsuarios
"2026-01-19","ads_free_12mo_13.90,pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",3944,3274
"2026-01-19","ads_free_12mo_13.90",1668,1546
"2026-01-19","adsfree_lto_12mo",1237,1232
"2026-01-19","ultra_12mo_59.90",860,647
"2026-01-19","com.psafe.msuite.adsfree_lto_12mo",155,155
"2026-01-19","(not set)",135,109
"2026-01-19","no_offers_available",35,23
"2026-01-19","com.psafe.msuite.ads_free_12mo_13.90",27,24
"2026-01-19","pro_12mo_49.90,ultra_12mo_59.90",20,17
"2026-01-19","ultra_1mo_16.90,ultra_12mo_59.90",17,15
"2026-01-19","com.psafe.msuite.pro_lto_12mo_39.90",15,13
"2026-01-19","com.psafe.msuite.ultra_12mo_59.90",12,10
"2026-01-19","com.psafe.msuite.pro_1mo_3.90,com.psafe.msuite.pro_3day_trial_12mo49.9",9,9
"2026-01-19","pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",7,4
"2026-01-19","ads_free_12mo,pro_1mo,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",5,2
"2026-01-19","com.psafe.msuite.pro_3day_trial_12mo49.9",4,4
"2026-01-19","pro_lto_12mo_39.90",3,3
"2026-01-19","ultra_12mo",2,1
"2026-01-19","ads_free_12mo",1,1
"2026-01-19","com.psafe.msuite.pro_lto_12mo",1,1
"2026-01-20","ads_free_12mo_13.90,pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",3889,3237
"2026-01-20","ads_free_12mo_13.90",1680,1584
"2026-01-20","adsfree_lto_12mo",1240,1229
"2026-01-20","ultra_12mo_59.90",901,672
"2026-01-20","(not set)",141,118
"2026-01-20","com.psafe.msuite.adsfree_lto_12mo",137,137
"2026-01-20","com.psafe.msuite.ads_free_12mo_13.90",33,31
"2026-01-20","no_offers_available",23,16
"2026-01-20","pro_12mo_49.90,ultra_12mo_59.90",21,16
"2026-01-20","pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",16,10
"2026-01-20","com.psafe.msuite.ultra_12mo_59.90",12,10
"2026-01-20","ultra_1mo_16.90,ultra_12mo_59.90",12,10
"2026-01-20","com.psafe.msuite.pro_3day_trial_12mo49.9",9,7
"2026-01-20","com.psafe.msuite.pro_1mo_3.90,com.psafe.msuite.pro_3day_trial_12mo49.9",4,4
"2026-01-20","com.psafe.msuite.pro_lto_12mo_39.90",3,3
"2026-01-20","pro_lto_12mo_39.90",3,3
"2026-01-20","ads_free_12mo,pro_1mo,pro_3day_trial_12mo,ultra_1mo,ultra_12mo",2,1
"2026-01-20","ads_free_12mo",1,1
"2026-01-20","pro_lto_12mo",1,1
"2026-01-21","ads_free_12mo_13.90,pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",3927,3306
"2026-01-21","ads_free_12mo_13.90",1603,1515
"2026-01-21","adsfree_lto_12mo",1165,1158
"2026-01-21","ultra_12mo_59.90",911,703
"2026-01-21","(not set)",158,123
"2026-01-21","com.psafe.msuite.adsfree_lto_12mo",134,133
"2026-01-21","com.psafe.msuite.ads_free_12mo_13.90",26,25
"2026-01-21","ultra_1mo_16.90,ultra_12mo_59.90",23,17
"2026-01-21","com.psafe.msuite.ultra_12mo_59.90",16,14
"2026-01-21","no_offers_available",16,12
"2026-01-21","com.psafe.msuite.pro_lto_12mo_39.90",13,12
"2026-01-21","pro_12mo_49.90,ultra_12mo_59.90",10,9
"2026-01-21","com.psafe.msuite.pro_1mo_3.90,com.psafe.msuite.pro_3day_trial_12mo49.9",8,8
"2026-01-21","com.psafe.msuite.pro_3day_trial_12mo49.9",6,6
"2026-01-21","pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",6,6
"2026-01-21","pro_lto_12mo_39.90",3,2
"2026-01-21","ultra_12mo",2,1
"2026-01-21","ads_free_12mo",1,1
"2026-01-21","ads_free_12mo,pro_1mo,pro_3day_trial_12mo,ultra_1mo,ultra_12mo",1,1
"2026-01-21","ads_free_12mo,pro_1mo,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",1,1
"2026-01-22","ads_free_12mo_13.90,pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",3778,3154
"2026-01-22","ads_free_12mo_13.90",1583,1499
"2026-01-22","adsfree_lto_12mo",1170,1164
"2026-01-22","ultra_12mo_59.90",886,663
"2026-01-22","com.psafe.msuite.adsfree_lto_12mo",136,133
"2026-01-22","(not set)",133,108
"2026-01-22","com.psafe.msuite.ads_free_12mo_13.90",31,27
"2026-01-22","ultra_1mo_16.90,ultra_12mo_59.90",20,12
"2026-01-22","no_offers_available",13,11
"2026-01-22","com.psafe.msuite.pro_3day_trial_12mo49.9",12,10
"2026-01-22","com.psafe.msuite.pro_lto_12mo_39.90",12,12
"2026-01-22","com.psafe.msuite.pro_1mo_3.90,com.psafe.msuite.pro_3day_trial_12mo49.9",10,10
"2026-01-22","pro_12mo_49.90,ultra_12mo_59.90",10,9
"2026-01-22","com.psafe.msuite.ultra_12mo_59.90",7,7
"2026-01-22","pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",5,3
"2026-01-22","ads_free_12mo",3,3
"2026-01-22","ads_free_12mo,pro_1mo,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",2,2
"2026-01-22","pro_lto_12mo_39.90",2,2
"2026-01-23","ads_free_12mo_13.90,pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",3568,2988
"2026-01-23","ads_free_12mo_13.90",1596,1504
"2026-01-23","adsfree_lto_12mo",1361,1346
"2026-01-23","ultra_12mo_59.90",880,676
"2026-01-23","(not set)",141,117
"2026-01-23","com.psafe.msuite.adsfree_lto_12mo",115,114
"2026-01-23","pro_12mo_49.90,ultra_12mo_59.90",29,17
"2026-01-23","no_offers_available",25,16
"2026-01-23","com.psafe.msuite.ads_free_12mo_13.90",22,20
"2026-01-23","com.psafe.msuite.ultra_12mo_59.90",19,18
"2026-01-23","pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",19,13
"2026-01-23","ultra_1mo_16.90,ultra_12mo_59.90",16,11
"2026-01-23","com.psafe.msuite.pro_lto_12mo_39.90",9,9
"2026-01-23","com.psafe.msuite.pro_1mo_3.90,com.psafe.msuite.pro_3day_trial_12mo49.9",7,7
"2026-01-23","com.psafe.msuite.pro_3day_trial_12mo49.9",6,6
"2026-01-23","ads_free_12mo",4,4
"2026-01-23","ads_free_12mo,pro_1mo,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",3,1
"2026-01-23","ads_free_12mo,pro_1mo,pro_3day_trial_12mo,ultra_1mo,ultra_12mo",2,1
"2026-01-23","pro_lto_12mo_39.90",2,2
"2026-01-23","pro_lto_12mo",1,1
"2026-01-23","ultra_12mo",1,1
"2026-01-24","ads_free_12mo_13.90,pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",3649,3046
"2026-01-24","adsfree_lto_12mo",2163,2157
"2026-01-24","ads_free_12mo_13.90",1464,1389
"2026-01-24","ultra_12mo_59.90",820,657
"2026-01-24","com.psafe.msuite.adsfree_lto_12mo",118,118
"2026-01-24","(not set)",101,88
"2026-01-24","com.psafe.msuite.ads_free_12mo_13.90",29,27
"2026-01-24","com.psafe.msuite.ultra_12mo_59.90",11,11
"2026-01-24","no_offers_available",10,9
"2026-01-24","com.psafe.msuite.pro_1mo_3.90,com.psafe.msuite.pro_3day_trial_12mo49.9",8,8
"2026-01-24","com.psafe.msuite.pro_lto_12mo_39.90",8,7
"2026-01-24","pro_12mo_49.90,ultra_12mo_59.90",8,7
"2026-01-24","ultra_1mo_16.90,ultra_12mo_59.90",7,7
"2026-01-24","pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",5,4
"2026-01-24","com.psafe.msuite.pro_3day_trial_12mo49.9",4,4
"2026-01-24","ads_free_12mo",2,2
"2026-01-24","pro_lto_12mo_39.90",2,2
"2026-01-24","(not set)",1,1
"2026-01-24","ads_free_12mo,pro_1mo,pro_3day_trial_12mo,ultra_1mo,ultra_12mo",1,1
"2026-01-24","pro_lto_12mo",1,1
"2026-01-24","ultra_12mo",1,1
"2026-01-25","ads_free_12mo_13.90,pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",3635,3015
"2026-01-25","adsfree_lto_12mo",2291,2279
"2026-01-25","ads_free_12mo_13.90",1582,1475
"2026-01-25","ultra_12mo_59.90",872,643
"2026-01-25","(not set)",139,116
"2026-01-25","com.psafe.msuite.adsfree_lto_12mo",100,100
"2026-01-25","com.psafe.msuite.ads_free_12mo_13.90",31,29
"2026-01-25","no_offers_available",13,9
"2026-01-25","com.psafe.msuite.ultra_12mo_59.90",10,8
"2026-01-25","com.psafe.msuite.pro_lto_12mo_39.90",8,8
"2026-01-25","com.psafe.msuite.pro_1mo_3.90,com.psafe.msuite.pro_3day_trial_12mo49.9",7,7
"2026-01-25","ultra_1mo_16.90,ultra_12mo_59.90",7,7
"2026-01-25","com.psafe.msuite.pro_3day_trial_12mo49.9",6,6
"2026-01-25","pro_12mo_49.90,ultra_12mo_59.90",6,6
"2026-01-25","pro_1mo_3.90,pro_3day_trial_12mo49.9,ultra_1mo_16.90,ultra_12mo_59.90",4,3
"2026-01-25","ads_free_12mo",3,3
"2026-01-25","pro_lto_12mo_39.90",2,2
"2026-01-25","(not set)",1,1
"2026-01-25","ads_free_12mo,pro_1mo,pro_3day_trial_12mo,ultra_1mo,ultra_12mo",1,1
"2026-01-25","pro_lto_12mo",1,1
