Data,SKU,ContagemDeEventos,TotalDeUsuarios
"2025-03-16","(not set)",169193,96531
"2025-03-17","(not set)",179217,102484
"2025-03-18","(not set)",177957,101427
"2025-03-19","(not set)",174694,100015
"2025-03-20","(not set)",173384,98985
"2025-03-21","(not set)",172513,97733
"2025-03-22","(not set)",169107,96308
"2025-03-23","(not set)",168314,94899
"2025-03-24","(not set)",178732,100252
"2025-03-25","(not set)",175926,99764
"2025-03-26","(not set)",173786,99747
"2025-03-27","(not set)",173128,100534
"2025-03-28","(not set)",168726,97127
"2025-03-29","(not set)",165904,96708
"2025-03-30","(not set)",166259,95210
"2025-03-31","(not set)",177559,99692
"2025-04-01","(not set)",178614,98869
"2025-04-02","(not set)",177019,100864
"2025-04-03","(not set)",174539,98652
"2025-04-04","(not set)",172246,98495
"2025-04-05","(not set)",163722,94064
"2025-04-06","(not set)",160617,94006
"2025-04-07","(not set)",168742,95633
"2025-04-08","(not set)",168095,95668
"2025-04-09","(not set)",171034,97617
"2025-04-10","(not set)",171948,98201
"2025-04-11","(not set)",168252,97201
"2025-04-12","(not set)",170269,98082
"2025-04-13","(not set)",169003,97453
"2025-04-14","(not set)",173596,98145
"2025-04-15","(not set)",172994,96825
"2025-04-16","(not set)",177225,99193
"2025-04-17","(not set)",171376,96777
"2025-04-18","(not set)",171364,96055
"2025-04-19","(not set)",169914,96521
"2025-04-20","(not set)",162151,91602
"2025-04-21","(not set)",174001,95699
"2025-04-22","(not set)",175032,97790
"2025-04-23","(not set)",172406,97707
"2025-04-24","(not set)",172005,96845
"2025-04-25","(not set)",172703,96360
"2025-04-26","(not set)",165801,93625
"2025-04-27","(not set)",164341,91810
"2025-04-28","(not set)",169461,94575
"2025-04-29","(not set)",171356,96499
"2025-04-30","(not set)",170340,95476
"2025-05-01","(not set)",173339,95327
"2025-05-02","(not set)",174285,98057
"2025-05-03","(not set)",167659,92982
"2025-05-04","(not set)",164045,91729
"2025-05-05","(not set)",171399,93809
"2025-05-06","(not set)",173322,97012
"2025-05-07","(not set)",172527,98025
"2025-05-08","(not set)",170288,95901
"2025-05-09","(not set)",167747,94052
"2025-05-10","(not set)",161884,91501
"2025-05-11","(not set)",158038,89516
"2025-05-12","(not set)",168304,94582
"2025-05-13","(not set)",168228,94748
"2025-05-14","(not set)",167454,93895
"2025-05-15","(not set)",167317,93897
"2025-05-16","(not set)",165137,93637
"2025-05-17","(not set)",161679,89404
"2025-05-18","(not set)",162070,88476
"2025-05-19","(not set)",168353,93316
"2025-05-20","(not set)",171171,93896
"2025-05-21","(not set)",173142,94363
"2025-05-22","(not set)",175424,95129
"2025-05-23","(not set)",171326,93991
"2025-05-24","(not set)",166608,92533
"2025-05-25","(not set)",163785,90209
"2025-05-26","(not set)",172207,94670
"2025-05-27","(not set)",175229,94134
"2025-05-28","(not set)",173833,94142
"2025-05-29","(not set)",168473,91020
"2025-05-30","(not set)",163555,90158
"2025-05-31","(not set)",158711,87380
"2025-06-01","(not set)",160209,87346
"2025-06-02","(not set)",167565,90037
"2025-06-03","(not set)",164375,88904
"2025-06-04","(not set)",163661,91661
"2025-06-05","(not set)",167503,92544
"2025-06-06","(not set)",161505,89937
"2025-06-07","(not set)",154325,87117
"2025-06-08","(not set)",152242,85133
"2025-06-09","(not set)",160438,89833
"2025-06-10","(not set)",159585,89026
"2025-06-11","(not set)",154863,86567
"2025-06-12","(not set)",152993,85058
"2025-06-13","(not set)",151374,85411
"2025-06-14","(not set)",149289,84010
"2025-06-15","(not set)",150243,85957
"2025-06-16","(not set)",156819,87594
"2025-06-17","(not set)",156557,87406
"2025-06-18","(not set)",155379,87193
"2025-06-19","(not set)",154741,85915
"2025-06-20","(not set)",155357,85578
"2025-06-21","(not set)",151681,84613
"2025-06-22","(not set)",149289,83949
"2025-06-23","(not set)",157601,86726
"2025-06-24","(not set)",166633,94038
"2025-06-25","(not set)",157685,88674
"2025-06-26","(not set)",157892,86870
"2025-06-27","(not set)",154163,85670
"2025-06-28","(not set)",148644,82695
"2025-06-29","(not set)",147471,82176
"2025-06-30","(not set)",156885,87087
"2025-07-01","(not set)",157191,87529
"2025-07-02","(not set)",154428,86511
"2025-07-03","(not set)",148691,84370
"2025-07-04","(not set)",145978,83385
"2025-07-05","(not set)",138539,79586
"2025-07-06","(not set)",137326,78526
"2025-07-07","(not set)",150049,83635
"2025-07-08","(not set)",161235,92539
"2025-07-09","(not set)",156537,87248
"2025-07-10","(not set)",162993,85300
"2025-07-11","(not set)",151065,81724
"2025-07-12","(not set)",140248,80228
"2025-07-13","(not set)",138262,78685
"2025-07-14","(not set)",147755,83458
"2025-07-15","(not set)",148073,84171
"2025-07-16","(not set)",147065,81802
"2025-07-17","(not set)",144387,79195
"2025-07-18","(not set)",141178,77716
"2025-07-19","(not set)",131087,72412
"2025-07-20","(not set)",126477,69780
"2025-07-21","(not set)",136055,73778
"2025-07-22","(not set)",136195,74133
"2025-07-23","(not set)",136424,73796
"2025-07-24","(not set)",136843,72717
"2025-07-25","(not set)",134089,72082
"2025-07-26","(not set)",126249,70208
"2025-07-27","(not set)",126362,68957
"2025-07-28","(not set)",138169,74921
"2025-07-29","(not set)",132472,71768
"2025-07-30","(not set)",128238,70383
"2025-07-31","(not set)",128855,70249
"2025-08-01","(not set)",130524,71681
"2025-08-02","(not set)",127077,69026
"2025-08-03","(not set)",125783,67110
"2025-08-04","(not set)",130956,71095
"2025-08-05","(not set)",131191,70449
"2025-08-06","(not set)",131427,70936
"2025-08-07","(not set)",128537,70869
"2025-08-08","(not set)",127503,69888
"2025-08-09","(not set)",125011,69358
"2025-08-10","(not set)",120413,66872
"2025-08-11","(not set)",133011,72375
"2025-08-12","(not set)",142208,79585
"2025-08-13","(not set)",147555,81302
"2025-08-14","(not set)",143466,79442
"2025-08-15","(not set)",137912,75239
"2025-08-16","(not set)",130746,73692
"2025-08-17","(not set)",126887,71985
"2025-08-18","(not set)",135238,75648
"2025-08-19","(not set)",135627,74682
"2025-08-20","(not set)",142059,81187
"2025-08-21","(not set)",134829,75396
"2025-08-22","(not set)",131653,73778
"2025-08-23","(not set)",128530,72378
"2025-08-24","(not set)",127052,70725
"2025-08-25","(not set)",131686,73421
"2025-08-26","(not set)",133207,75040
"2025-08-27","(not set)",137072,75796
"2025-08-28","(not set)",164690,83800
"2025-08-29","(not set)",143394,76631
"2025-08-30","(not set)",128288,71085
"2025-08-31","(not set)",125531,70053
"2025-09-01","(not set)",133999,73530
"2025-09-02","(not set)",134227,72911
"2025-09-03","(not set)",130580,72548
"2025-09-04","(not set)",129360,72327
"2025-09-05","(not set)",127436,71197
"2025-09-06","(not set)",123889,70079
"2025-09-07","(not set)",121197,68539
"2025-09-08","(not set)",129253,71658
"2025-09-09","(not set)",129212,72438
"2025-09-10","(not set)",128276,71174
"2025-09-11","(not set)",129093,71945
"2025-09-12","(not set)",126732,70169
"2025-09-13","(not set)",122161,68366
"2025-09-14","(not set)",121833,68385
"2025-09-15","(not set)",130657,71470
"2025-09-16","(not set)",128693,70740
"2025-09-17","(not set)",131841,72440
"2025-09-18","(not set)",135651,75342
"2025-09-19","(not set)",129927,73491
"2025-09-20","(not set)",125550,70004
"2025-09-21","(not set)",124143,69482
"2025-09-22","(not set)",132549,73305
"2025-09-23","(not set)",129555,72960
"2025-09-24","(not set)",130061,72551
"2025-09-25","(not set)",127467,69473
"2025-09-26","(not set)",123248,69446
"2025-09-27","(not set)",115464,65916
"2025-09-28","(not set)",115121,64419
"2025-09-29","(not set)",123536,69374
"2025-09-30","(not set)",123711,70225
"2025-10-01","(not set)",125940,70287
"2025-10-02","(not set)",126277,70220
"2025-10-03","(not set)",126700,71027
"2025-10-04","(not set)",119292,68994
"2025-10-05","(not set)",115079,66573
"2025-10-06","(not set)",125541,70464
"2025-10-07","(not set)",121774,69372
"2025-10-08","(not set)",120807,69334
"2025-10-09","(not set)",118760,68920
"2025-10-10","(not set)",117296,67496
"2025-10-11","(not set)",114372,66017
"2025-10-12","(not set)",111426,63868
"2025-10-13","(not set)",120871,68374
"2025-10-14","(not set)",121232,68326
"2025-10-15","(not set)",126978,71814
"2025-10-16","(not set)",117193,66851
"2025-10-17","(not set)",115681,65760
"2025-10-18","(not set)",112879,65585
"2025-10-19","(not set)",110767,64282
"2025-10-20","(not set)",117842,66903
"2025-10-21","(not set)",113551,65366
"2025-10-22","(not set)",113812,65252
"2025-10-23","(not set)",116162,66295
"2025-10-24","(not set)",114354,64855
"2025-10-25","(not set)",113003,64265
"2025-10-26","(not set)",111905,63234
"2025-10-27","(not set)",119016,67406
"2025-10-28","(not set)",119727,67396
"2025-10-29","(not set)",117333,66157
"2025-10-30","(not set)",115567,65582
"2025-10-31","(not set)",113063,64671
"2025-11-01","(not set)",110953,62953
"2025-11-02","(not set)",110733,62528
"2025-11-03","(not set)",117498,67420
"2025-11-04","(not set)",119439,68300
"2025-11-05","(not set)",119511,68812
"2025-11-06","(not set)",118745,66794
"2025-11-07","(not set)",117902,66083
"2025-11-08","(not set)",113552,65085
"2025-11-09","(not set)",110227,63372
"2025-11-10","(not set)",117006,65839
"2025-11-11","(not set)",118014,67173
"2025-11-12","(not set)",117342,66718
"2025-11-13","(not set)",116253,67237
"2025-11-14","(not set)",113361,65316
"2025-11-15","(not set)",109366,63667
"2025-11-16","(not set)",108948,62636
"2025-11-17","(not set)",116815,66107
"2025-11-18","(not set)",119837,66814
"2025-11-19","(not set)",116717,65686
"2025-11-20","(not set)",110759,62840
"2025-11-21","(not set)",112857,64560
"2025-11-22","(not set)",109308,63231
"2025-11-23","(not set)",107853,61332
"2025-11-24","(not set)",114431,64516
"2025-11-25","(not set)",114807,64630
"2025-11-26","(not set)",112528,64291
"2025-11-27","(not set)",110489,63579
"2025-11-28","(not set)",111032,63336
"2025-11-29","(not set)",106347,61399
"2025-11-30","(not set)",107338,61301
"2025-12-01","(not set)",117947,64602
"2025-12-02","(not set)",118350,66384
"2025-12-03","(not set)",114738,65013
"2025-12-04","(not set)",113923,64418
"2025-12-05","(not set)",113133,64160
"2025-12-06","(not set)",107091,61616
"2025-12-07","(not set)",106403,60648
"2025-12-08","(not set)",112823,63890
"2025-12-09","(not set)",117208,65778
"2025-12-10","(not set)",117813,67691
"2025-12-11","(not set)",112860,63379
"2025-12-12","(not set)",114226,65335
"2025-12-13","(not set)",110937,62983
"2025-12-14","(not set)",110003,62599
"2025-12-15","(not set)",115695,64697
"2025-12-16","(not set)",114645,65716
"2025-12-17","(not set)",113148,63097
"2025-12-18","(not set)",112768,63595
"2025-12-19","(not set)",112013,63168
"2025-12-20","(not set)",104612,60469
"2025-12-21","(not set)",104148,59529
"2025-12-22","(not set)",110650,62261
"2025-12-23","(not set)",108410,61589
"2025-12-24","(not set)",100073,56683
"2025-12-25","(not set)",100320,56463
"2025-12-26","(not set)",112121,63160
"2025-12-27","(not set)",111476,63200
"2025-12-28","(not set)",110180,62291
"2025-12-29","(not set)",115869,64552
"2025-12-30","(not set)",112481,63408
"2025-12-31","(not set)",104510,60193
"2026-01-01","(not set)",103589,58631
"2026-01-02","(not set)",114314,63988
"2026-01-03","(not set)",109586,61689
"2026-01-04","(not set)",109511,61523
"2026-01-05","(not set)",116224,64773
"2026-01-06","(not set)",112960,63300
"2026-01-07","(not set)",112966,63212
"2026-01-08","(not set)",111788,63340
"2026-01-09","(not set)",119954,67628
"2026-01-10","(not set)",108776,61792
"2026-01-11","(not set)",106960,59758
"2026-01-12","(not set)",114053,63650
"2026-01-13","(not set)",113009,63419
"2026-01-14","(not set)",112630,63083
"2026-01-15","(not set)",112100,62251
"2026-01-16","(not set)",110598,61830
"2026-01-17","(not set)",105455,59913
"2026-01-18","(not set)",103753,58000
"2026-01-18","(not set)",52,31
"2026-01-19","(not set)",112925,62781
"2026-01-20","(not set)",114112,63102
"2026-01-21","(not set)",113554,62220
"2026-01-22","(not set)",114979,62894
"2026-01-23","(not set)",113583,62064
"2026-01-23","(not set)",58,34
"2026-01-24","(not set)",108396,60692
"2026-01-24","(not set)",123,82
"2026-01-25","(not set)",103062,58246
"2026-01-25","(not set)",857,583
