Data,NomeDoEvento,Pais,ContagemDeEventos,TotalDeUsuarios,EventosPorUsuario,ReceitaCombinada
2026-01-20,event_26003,Malaysia,1,1,1,0
2026-01-20,event_26003,Nigeria,1,1,1,0
2026-01-20,event_26003,Pakistan,1,1,1,0
2026-01-20,event_26003,Puerto Rico,1,1,1,0
2026-01-20,event_26003,Saudi Arabia,1,1,1,0
2026-01-20,event_26003,Syria,1,1,1,0
2026-01-20,event_26003,Türkiye,1,1,1,0
2026-01-20,event_26003,United Arab Emirates,1,1,1,0
2026-01-20,event_26003,United Kingdom,1,1,1,0
2026-01-20,event_29000,Antigua & Barbuda,1,1,1,0
2026-01-20,event_29000,Ecuador,1,1,1,0
2026-01-20,event_29000,Egypt,1,1,1,0
2026-01-20,event_29000,Laos,1,1,1,0
2026-01-20,event_29000,Malaysia,1,1,1,0
2026-01-20,event_29000,Morocco,1,1,1,0
2026-01-20,event_29000,Nigeria,1,1,1,0
2026-01-20,event_29000,Philippines,1,1,1,0
2026-01-20,event_29000,South Africa,1,1,1,0
2026-01-20,event_29000,Spain,1,1,1,0
2026-01-20,event_29000,Türkiye,1,1,1,0
2026-01-20,event_29000,U.S. Virgin Islands,1,1,1,0
2026-01-20,event_29000,Venezuela,1,1,1,0
2026-01-20,event_30000,Algeria,1,1,1,0
2026-01-20,event_30000,Aruba,1,1,1,0
2026-01-20,event_30000,China,1,1,1,0
2026-01-20,event_30000,Colombia,1,1,1,0
2026-01-20,event_30000,Germany,1,1,1,0
2026-01-20,event_30000,Indonesia,1,1,1,0
2026-01-20,event_30000,Oman,1,1,1,0
2026-01-20,event_30000,Panama,1,1,1,0
2026-01-20,event_31009,Australia,1,1,1,0
2026-01-20,event_31009,Bermuda,1,1,1,0
2026-01-20,event_31009,China,1,1,1,0
2026-01-20,event_31009,Czechia,1,1,1,0
2026-01-20,event_31009,Germany,1,1,1,0
2026-01-20,event_31009,Guatemala,1,1,1,0
2026-01-20,event_31009,Ireland,1,1,1,0
2026-01-20,event_31009,Israel,1,1,1,0
2026-01-20,event_31009,Italy,1,1,1,0
2026-01-20,event_31009,Mozambique,1,1,1,0
2026-01-20,event_31009,Netherlands,1,1,1,0
2026-01-20,event_31009,Nigeria,1,1,1,0
2026-01-20,event_31009,Philippines,1,1,1,0
2026-01-20,event_31009,Serbia,1,1,1,0
2026-01-20,event_31009,South Africa,1,1,1,0
2026-01-20,event_31009,South Korea,1,1,1,0
2026-01-20,event_31009,Spain,1,1,1,0
2026-01-20,event_31009,Syria,1,1,1,0
2026-01-20,event_31009,Uganda,1,1,1,0
2026-01-20,event_31009,Zimbabwe,1,1,1,0
2026-01-20,event_37000,Chile,1,1,1,0
2026-01-20,event_37000,Costa Rica,1,1,1,0
2026-01-20,event_37000,Ecuador,1,1,1,0
2026-01-20,event_37000,Indonesia,1,1,1,0
2026-01-20,event_37000,Iran,1,1,1,0
2026-01-20,event_37000,Israel,1,1,1,0
2026-01-20,event_37000,Malaysia,1,1,1,0
2026-01-20,event_37000,Russia,1,1,1,0
2026-01-20,event_37000,Spain,1,1,1,0
2026-01-20,event_37000,Switzerland,1,1,1,0
2026-01-20,event_37000,Uruguay,1,1,1,0
2026-01-20,event_37000,Venezuela,1,1,1,0
2026-01-20,event_39000,Algeria,1,1,1,0
2026-01-20,event_39000,Egypt,1,1,1,0
2026-01-20,event_39000,Iran,1,1,1,0
2026-01-20,event_39000,Israel,1,1,1,0
2026-01-20,event_39000,Malaysia,1,1,1,0
2026-01-20,event_39000,Türkiye,1,1,1,0
2026-01-20,event_39100,Bangladesh,1,1,1,0
2026-01-20,event_39100,India,1,1,1,0
2026-01-20,event_39100,Indonesia,1,1,1,0
2026-01-20,event_39100,Oman,1,1,1,0
2026-01-20,event_4418,India,1,1,1,0
2026-01-20,event_4418,Myanmar (Burma),1,1,1,0
2026-01-20,event_6800,Bosnia & Herzegovina,1,1,0,0
2026-01-20,event_6800,Botswana,1,1,0,0
2026-01-20,event_6800,Macao,1,1,0,0
2026-01-20,event_6800,Northern Mariana Islands,1,1,0,0
2026-01-20,event_6800,St. Lucia,1,1,0,0
2026-01-20,event_6800,Iceland,1,1,1,0
2026-01-20,event_6800,Niger,1,1,1,0
2026-01-20,event_6801,Guyana,1,1,0,0
2026-01-20,event_6801,Australia,1,1,1,0
2026-01-20,event_6801,Bolivia,1,1,1,0
2026-01-20,event_6801,Congo - Kinshasa,1,1,1,0
2026-01-20,event_6801,Cuba,1,1,1,0
2026-01-20,event_6801,Czechia,1,1,1,0
2026-01-20,event_6801,Greece,1,1,1,0
2026-01-20,event_6801,Ireland,1,1,1,0
2026-01-20,event_6801,Japan,1,1,1,0
2026-01-20,event_6801,Jordan,1,1,1,0
2026-01-20,event_6801,Laos,1,1,1,0
2026-01-20,event_6801,Morocco,1,1,1,0
2026-01-20,event_6801,Mozambique,1,1,1,0
2026-01-20,event_6801,Netherlands,1,1,1,0
2026-01-20,event_6801,Panama,1,1,1,0
2026-01-20,event_6801,Poland,1,1,1,0
2026-01-20,event_6801,Russia,1,1,1,0
2026-01-20,event_6801,Saudi Arabia,1,1,1,0
2026-01-20,event_6801,South Korea,1,1,1,0
2026-01-20,event_6801,Sri Lanka,1,1,1,0
2026-01-20,event_6801,Sudan,1,1,1,0
2026-01-20,event_6801,Trinidad & Tobago,1,1,1,0
2026-01-20,event_6801,Türkiye,1,1,1,0
2026-01-20,event_6801,Uruguay,1,1,1,0
2026-01-20,event_6801,Venezuela,1,1,1,0
2026-01-20,event_6801,Zambia,1,1,1,0
2026-01-20,event_6801,Zimbabwe,1,1,1,0
2026-01-20,event_8000,(not set),1,1,1,0
2026-01-20,event_8000,Angola,1,1,1,0
2026-01-20,event_8000,Bolivia,1,1,1,0
2026-01-20,event_8000,Chile,1,1,1,0
2026-01-20,event_8000,Ecuador,1,1,1,0
2026-01-20,event_8000,France,1,1,1,0
2026-01-20,event_8000,Iceland,1,1,1,0
2026-01-20,event_8000,Indonesia,1,1,1,0
2026-01-20,event_8000,Nigeria,1,1,1,0
2026-01-20,event_8000,Poland,1,1,1,0
2026-01-20,event_8000,Saudi Arabia,1,1,1,0
2026-01-20,event_8000,Serbia,1,1,1,0
2026-01-20,event_8000,Sri Lanka,1,1,1,0
2026-01-20,event_8000,Syria,1,1,1,0
2026-01-20,event_8000,Tunisia,1,1,1,0
2026-01-20,event_8000,Uruguay,1,1,1,0
2026-01-20,event_8001,(not set),1,1,1,0
2026-01-20,event_8001,Angola,1,1,1,0
2026-01-20,event_8001,Bolivia,1,1,1,0
2026-01-20,event_8001,Chile,1,1,1,0
2026-01-20,event_8001,Ecuador,1,1,1,0
2026-01-20,event_8001,France,1,1,1,0
2026-01-20,event_8001,Iceland,1,1,1,0
2026-01-20,event_8001,Indonesia,1,1,1,0
2026-01-20,event_8001,Kenya,1,1,1,0
2026-01-20,event_8001,Nigeria,1,1,1,0
2026-01-20,event_8001,Poland,1,1,1,0
2026-01-20,event_8001,Saudi Arabia,1,1,1,0
2026-01-20,event_8001,Serbia,1,1,1,0
2026-01-20,event_8001,Sri Lanka,1,1,1,0
2026-01-20,event_8001,Syria,1,1,1,0
2026-01-20,event_8001,Tunisia,1,1,1,0
2026-01-20,event_9900,Algeria,1,1,1,0
2026-01-20,event_9900,Antigua & Barbuda,1,1,1,0
2026-01-20,event_9900,Ecuador,1,1,1,0
2026-01-20,event_9900,Honduras,1,1,1,0
2026-01-20,event_9900,Hong Kong,1,1,1,0
2026-01-20,event_9900,Japan,1,1,1,0
2026-01-20,event_9900,Jordan,1,1,1,0
2026-01-20,event_9900,Kuwait,1,1,1,0
2026-01-20,event_9900,Mozambique,1,1,1,0
2026-01-20,event_9900,Nepal,1,1,1,0
2026-01-20,event_9900,Norway,1,1,1,0
2026-01-20,event_9900,Pakistan,1,1,1,0
2026-01-20,event_9900,Romania,1,1,1,0
2026-01-20,event_9900,Switzerland,1,1,1,0
2026-01-20,event_9900,Uruguay,1,1,1,0
2026-01-20,event_9900,Venezuela,1,1,1,0
2026-01-20,open_wifi_alert__click_on_upgrade,Iran,1,1,1,0
2026-01-20,open_wifi_alert_paywall__screen_viewed,Iran,1,1,1,0
2026-01-20,pix_analyzer_onboarding_activate_click,Portugal,1,1,1,0
2026-01-20,pix_analyzer_onboarding_activate_click,Syria,1,1,1,0
2026-01-20,pix_analyzer_onboarding_start,Portugal,1,1,1,0
2026-01-20,pix_analyzer_onboarding_start,Syria,1,1,1,0
2026-01-21,event_10350,Brazil,5288653,438285,34.65015396711001,0
2026-01-21,event_10351,Brazil,2787849,162521,19.729022624498434,0
2026-01-21,event_10353,Brazil,1794674,98382,19.062871103085666,0
2026-01-21,event_6800,Brazil,1159637,403690,7.765287673434403,0
2026-01-21,event_10350,United States,377498,37222,26.565657987332862,0
2026-01-21,event_10351,United States,311507,31190,24.76011445831015,0
2026-01-21,event_10352,Brazil,291652,52414,6.759183295093745,0
2026-01-21,event_10505,Brazil,208863,40175,7.940653157434514,0
2026-01-21,event_10353,United States,122799,9568,14.352384291725105,0
2026-01-21,event_1000,Brazil,98204,54971,1.803297954386867,0
2026-01-21,event_6800,United States,93931,36269,6.931154073199528,0
2026-01-21,event_10511,Brazil,71862,2281,36.814549180327866,0
2026-01-21,event_10100,Brazil,53395,31170,1.7625020630467074,0
2026-01-21,event_9900,Brazil,39882,18845,2.1323851788483132,0
2026-01-21,event_10505,United States,29659,3907,10.844241316270567,0
2026-01-21,event_10354,Brazil,27773,17990,1.5571316438663378,0
2026-01-21,event_10352,United States,23143,7742,11.868205128205128,0
2026-01-21,event_1600,Brazil,23074,16674,1.3841631673665267,0
2026-01-21,event_10350,Mexico,20694,1826,24.842737094837936,0
2026-01-21,event_10350,Indonesia,18937,2577,11.660714285714286,0
2026-01-21,event_10363,Brazil,17814,5813,3.2289287656334964,0
2026-01-21,event_10350,India,14555,1207,26.75551470588235,0
2026-01-21,event_2100,Brazil,14427,11156,1.2939013452914798,0
2026-01-21,event_10351,Mexico,14075,1334,23.458333333333332,0
2026-01-21,event_1000,United States,12785,6101,2.1142715396064165,0
2026-01-21,event_10350,Iran,12284,1171,28.567441860465117,0
2026-01-21,event_10350,Thailand,12173,2465,5.518132366273798,0
2026-01-21,event_2300,Brazil,10966,8983,1.2210221578888765,0
2026-01-21,event_6801,Brazil,10239,8830,1.176220562894888,0
2026-01-21,event_10352,Iran,9403,962,22.71256038647343,0
2026-01-21,event_1750,Brazil,8613,6830,1.2614235500878734,0
2026-01-21,event_10352,India,8319,793,33.276,0
2026-01-21,event_1650,Brazil,7869,6982,1.1272024065320154,0
2026-01-21,event_10352,Indonesia,7227,1081,17.583941605839417,0
2026-01-21,event_10351,Indonesia,7202,980,16.748837209302327,0
2026-01-21,subscription_screen_open,Brazil,7004,5354,1.3091588785046728,0
2026-01-21,event_10350,Portugal,6810,649,47.291666666666664,0
2026-01-21,event_10353,Mexico,6636,397,18.484679665738163,0
2026-01-21,event_10511,United States,6507,328,23.322580645161292,0
2026-01-21,event_10350,Nigeria,6231,219,55.14159292035398,0
2026-01-21,event_9900,United States,6220,2886,2.1755858691850296,0
2026-01-21,event_10350,Philippines,6216,546,18.28235294117647,0
2026-01-21,event_10350,Pakistan,6164,374,49.312,0
2026-01-21,event_10210,Brazil,5636,1693,3.33096926713948,0
2026-01-21,event_10350,Argentina,5172,395,33.80392156862745,0
2026-01-21,event_1600,United States,5046,3319,1.5207956600361663,0
2026-01-21,event_10352,Thailand,4920,567,12.647814910025707,0
2026-01-21,event_31009,Brazil,4633,2856,1.6244740532959328,0
2026-01-21,event_29000,Brazil,4608,4022,1.146268656716418,0
2026-01-21,event_10351,Thailand,4587,604,12.071052631578947,0
2026-01-21,event_1700,Brazil,4486,3421,1.3124634289057928,0
2026-01-21,event_10352,Mexico,4083,848,11.125340599455042,0
2026-01-21,event_10350,Egypt,4004,289,51.333333333333336,0
2026-01-21,event_10351,India,3902,612,14.893129770992367,0
2026-01-21,event_10352,Nigeria,3524,169,42.45783132530121,0
2026-01-21,event_10351,Argentina,3322,301,25.166666666666668,0
2026-01-21,event_10100,United States,3239,2009,1.6644398766700925,0
2026-01-21,event_10350,United Kingdom,3133,277,27.973214285714285,0
2026-01-21,event_30000,Brazil,3043,1955,1.5573183213920163,0
2026-01-21,event_10350,Saudi Arabia,2986,233,29.564356435643564,0
2026-01-21,event_10350,Bangladesh,2973,241,31.627659574468087,0
2026-01-21,event_6800,Iran,2969,1224,8.482857142857142,0
2026-01-21,event_10351,Philippines,2908,194,45.4375,0
2026-01-21,event_37000,Brazil,2868,2542,1.128689492325856,0
2026-01-21,event_10350,Puerto Rico,2817,249,29.96808510638298,0
2026-01-21,event_10352,Pakistan,2738,227,42.12307692307692,0
2026-01-21,event_10354,United States,2653,1660,1.607878787878788,0
2026-01-21,event_10351,Pakistan,2614,248,39.014925373134325,0
2026-01-21,event_10350,Colombia,2588,201,35.45205479452055,0
2026-01-21,event_10350,Canada,2360,256,23.366336633663366,0
2026-01-21,event_10351,Portugal,2339,167,17.71969696969697,0
2026-01-21,event_8000,Brazil,2261,2198,1.0433779418550992,0
2026-01-21,event_2600,Brazil,2139,1755,1.2194982896237172,0
2026-01-21,event_10351,Nigeria,2068,133,29.542857142857144,0
2026-01-21,event_10352,Philippines,2021,181,38.132075471698116,0
2026-01-21,event_10350,Peru,2020,81,59.411764705882355,0
2026-01-21,event_8001,Brazil,2020,1979,1.0207175341081354,0
2026-01-21,event_6801,United States,2016,1609,1.2775665399239544,0
2026-01-21,event_6800,Mexico,1989,1279,3.923076923076923,0
2026-01-21,event_10351,Canada,1905,206,20.483870967741936,0
2026-01-21,event_10351,Puerto Rico,1880,185,22.926829268292682,0
2026-01-21,event_6800,Indonesia,1860,873,8.193832599118943,0
2026-01-21,event_10351,Egypt,1855,189,31.982758620689655,0
2026-01-21,event_2300,United States,1852,1438,1.2878998609179415,0
2026-01-21,event_10350,Netherlands,1843,132,32.910714285714285,0
2026-01-21,event_10511,Iran,1812,39,50.333333333333336,0
2026-01-21,event_2100,United States,1812,1333,1.3603603603603605,0
2026-01-21,event_10352,Egypt,1774,209,31.12280701754386,0
2026-01-21,event_10351,Saudi Arabia,1770,146,39.333333333333336,0
2026-01-21,event_10350,France,1756,110,37.361702127659576,0
2026-01-21,event_10353,Argentina,1725,105,18.548387096774192,0
2026-01-21,event_10351,Bangladesh,1632,168,27.2,0
2026-01-21,event_10350,Malaysia,1602,60,94.23529411764706,0
2026-01-21,event_10350,Paraguay,1584,109,45.25714285714286,0
2026-01-21,event_6800,Portugal,1487,536,10.115646258503402,0
2026-01-21,event_10353,Portugal,1481,94,17.423529411764704,0
2026-01-21,event_10000,Brazil,1479,1325,1.1213040181956027,0
2026-01-21,event_10351,Colombia,1437,139,24.775862068965516,0
2026-01-21,event_26003,Brazil,1429,999,1.4304304304304305,0
2026-01-21,event_6800,India,1415,634,8.47305389221557,0
2026-01-21,event_10350,Spain,1411,164,32.81395348837209,0
2026-01-21,event_10352,Argentina,1393,206,16.98780487804878,0
2026-01-21,event_10350,Cuba,1243,112,15.5375,0
2026-01-21,event_10350,Algeria,1186,84,49.416666666666664,0
2026-01-21,event_10350,Bolivia,1158,81,50.34782608695652,0
2026-01-21,event_10353,Indonesia,1156,101,12.297872340425531,0
2026-01-21,event_10352,Cuba,1139,92,18.983333333333334,0
2026-01-21,event_10351,United Kingdom,1138,110,14.225,0
2026-01-21,event_10350,Angola,1137,28,66.88235294117646,0
2026-01-21,event_10512,Brazil,1108,580,1.9236111111111112,0
2026-01-21,event_10353,Puerto Rico,1096,62,21.076923076923077,0
2026-01-21,event_10351,Malaysia,1080,46,77.14285714285714,0
2026-01-21,event_10850,Brazil,1076,847,1.270365997638725,0
2026-01-21,event_31009,United States,1075,645,1.6666666666666667,0
2026-01-21,event_10350,United Arab Emirates,1062,109,29.5,0
2026-01-21,event_39000,Brazil,1038,789,1.3172588832487309,0
2026-01-21,event_10352,Paraguay,1017,71,37.666666666666664,0
2026-01-21,event_10350,Chile,1011,75,38.88461538461539,0
2026-01-21,event_10352,Angola,1006,22,71.85714285714286,0
2026-01-21,event_10352,Bangladesh,1004,147,20.489795918367346,0
2026-01-21,event_10351,France,995,50,31.09375,0
2026-01-21,event_10800,Brazil,989,889,1.1124859392575928,0
2026-01-21,event_10350,Japan,987,77,37.96153846153846,0
2026-01-21,event_39100,Brazil,982,830,1.1845597104945718,0
2026-01-21,event_10353,India,953,103,11.081395348837209,0
2026-01-21,event_10353,Canada,952,69,14.646153846153846,0
2026-01-21,event_10350,Australia,936,46,49.26315789473684,0
2026-01-21,event_10352,Colombia,916,133,17.615384615384617,0
2026-01-21,event_1750,United States,899,713,1.2608695652173914,0
2026-01-21,event_10352,Bolivia,881,68,44.05,0
2026-01-21,event_10350,Germany,845,153,15.943396226415095,0
2026-01-21,event_10350,Vietnam,834,71,83.4,0
2026-01-21,event_10351,Australia,834,35,52.125,0
2026-01-21,event_10351,Netherlands,811,55,17.25531914893617,0
2026-01-21,event_10351,Spain,792,52,21.405405405405407,0
2026-01-21,event_10351,United Arab Emirates,776,71,40.8421052631579,0
2026-01-21,event_10350,Guatemala,769,87,22.61764705882353,0
2026-01-21,event_10351,Peru,760,66,24.516129032258064,0
2026-01-21,event_10350,South Africa,757,52,21.62857142857143,0
2026-01-21,subscription_screen_open,United States,751,589,1.2772108843537415,0
2026-01-21,event_10352,Puerto Rico,742,124,16.488888888888887,0
2026-01-21,event_10350,Morocco,737,44,61.416666666666664,0
2026-01-21,event_10363,United States,727,206,3.8263157894736843,0
2026-01-21,event_10353,Colombia,724,51,14.775510204081632,0
2026-01-21,event_10511,Cuba,724,9,80.44444444444444,0
2026-01-21,event_10505,Mexico,719,161,6.536363636363636,0
2026-01-21,event_6800,Canada,706,280,7.1313131313131315,0
2026-01-21,event_10352,Algeria,704,60,39.111111111111114,0
2026-01-21,event_10350,Jamaica,702,59,31.90909090909091,0
2026-01-21,event_10350,Venezuela,699,54,41.11764705882353,0
2026-01-21,event_10350,El Salvador,688,72,16.78048780487805,0
2026-01-21,event_10350,Türkiye,687,27,98.14285714285714,0
2026-01-21,event_10350,Syria,687,51,49.07142857142857,0
2026-01-21,event_10352,Saudi Arabia,682,89,35.89473684210526,0
2026-01-21,event_1700,United States,680,505,1.3492063492063493,0
2026-01-21,event_10353,United Kingdom,661,50,14.688888888888888,0
2026-01-21,event_10352,Netherlands,650,44,21.666666666666668,0
2026-01-21,event_10350,Dominican Republic,643,64,32.15,0
2026-01-21,event_10350,Myanmar (Burma),642,46,29.181818181818183,0
2026-01-21,event_10353,Egypt,632,50,15.414634146341463,0
2026-01-21,event_10351,Türkiye,626,18,156.5,0
2026-01-21,event_10350,Italy,615,109,27.954545454545453,0
2026-01-21,event_10352,Syria,604,50,43.142857142857146,0
2026-01-21,event_10353,Netherlands,603,36,18.272727272727273,0
2026-01-21,event_10351,Japan,594,61,27,0
2026-01-21,event_10351,South Africa,568,39,21.037037037037038,0
2026-01-21,event_10353,Spain,555,26,22.2,0
2026-01-21,event_6800,United Kingdom,554,237,5.326923076923077,0
2026-01-21,event_10350,Honduras,552,74,13.463414634146341,0
2026-01-21,event_29000,United States,548,463,1.1887201735357917,0
2026-01-21,event_10350,Ghana,546,30,26,0
2026-01-21,event_10350,Nepal,529,38,58.77777777777778,0
2026-01-21,event_6800,Egypt,528,211,9.428571428571429,0
2026-01-21,event_6800,Pakistan,514,239,10.07843137254902,0
2026-01-21,event_10350,Bhutan,511,1,0,0
2026-01-21,event_1650,United States,507,427,1.1873536299765808,0
2026-01-21,event_10352,France,506,40,24.095238095238095,0
2026-01-21,event_10352,Bhutan,499,1,0,0
2026-01-21,event_6800,Argentina,496,302,4.065573770491803,0
2026-01-21,event_10352,Chile,481,52,26.72222222222222,0
2026-01-21,event_6800,Philippines,480,199,8.275862068965518,0
2026-01-21,event_10353,Nigeria,475,38,13.970588235294118,0
2026-01-21,event_1000,Mexico,466,226,2.071111111111111,0
2026-01-21,event_10352,Venezuela,448,40,28,0
2026-01-21,event_10352,United Kingdom,446,61,15.379310344827585,0
2026-01-21,event_6800,Bangladesh,442,169,9.608695652173912,0
2026-01-21,event_10353,France,431,21,22.68421052631579,0
2026-01-21,subscription_subscribe_click,Brazil,431,282,1.5283687943262412,0
2026-01-21,event_10351,Paraguay,424,68,15.703703703703704,0
2026-01-21,event_10351,Chile,420,48,19.09090909090909,0
2026-01-21,event_6800,Thailand,419,280,5.172839506172839,0
2026-01-21,event_10352,Malaysia,406,42,36.90909090909091,0
2026-01-21,event_10350,Laos,405,79,6.639344262295082,0
2026-01-21,event_10353,Peru,403,26,16.791666666666668,0
2026-01-21,event_10351,Morocco,401,31,40.1,0
2026-01-21,event_2600,United States,395,299,1.3210702341137124,0
2026-01-21,event_26003,United States,386,295,1.3084745762711865,0
2026-01-21,event_10353,South Africa,385,15,25.666666666666668,0
2026-01-21,event_10350,Ecuador,382,52,19.1,0
2026-01-21,event_10351,Algeria,382,68,15.916666666666666,0
2026-01-21,event_10351,Dominican Republic,380,46,22.352941176470587,0
2026-01-21,event_10350,Haiti,378,65,8.590909090909092,0
2026-01-21,event_10352,Honduras,377,50,15.08,0
2026-01-21,event_10511,Mexico,370,33,11.935483870967742,0
2026-01-21,event_10350,Jordan,368,31,40.888888888888886,0
2026-01-21,event_10352,El Salvador,367,52,12.655172413793103,0
2026-01-21,event_10350,Qatar,364,41,52,0
2026-01-21,event_10352,Peru,364,47,16.545454545454547,0
2026-01-21,event_10350,Uruguay,363,53,27.923076923076923,0
2026-01-21,event_10352,Guatemala,362,54,15.083333333333334,0
2026-01-21,event_10352,Myanmar (Burma),361,19,51.57142857142857,0
2026-01-21,event_10350,Sudan,360,23,40,0
2026-01-21,event_6800,Puerto Rico,349,196,5.208955223880597,0
2026-01-21,event_10352,Jamaica,348,38,23.2,0
2026-01-21,event_10350,Kuwait,346,21,43.25,0
2026-01-21,event_6800,Saudi Arabia,345,141,10.147058823529411,0
2026-01-21,event_10350,Costa Rica,342,29,34.2,0
2026-01-21,event_10505,Argentina,335,38,12.884615384615385,0
2026-01-21,event_10351,Germany,331,56,9.194444444444445,0
2026-01-21,event_10352,Nepal,322,32,40.25,0
2026-01-21,event_10353,Bangladesh,320,36,10.666666666666666,0
2026-01-21,event_10351,Kuwait,319,18,39.875,0
2026-01-21,event_6800,Nigeria,316,148,4.861538461538461,0
2026-01-21,event_10350,Mozambique,315,18,26.25,0
2026-01-21,event_10505,United Kingdom,314,40,10.466666666666667,0
2026-01-21,event_10351,Guatemala,312,56,13,0
2026-01-21,event_10352,Haiti,311,43,13.521739130434783,0
2026-01-21,event_10352,Ghana,304,15,27.636363636363637,0
2026-01-21,event_6800,Germany,298,132,6.478260869565218,0
2026-01-21,event_10350,Kenya,294,14,58.8,0
2026-01-21,event_10352,Laos,287,45,10.25,0
2026-01-21,event_10350,Iraq,281,29,25.545454545454547,0
2026-01-21,event_10350,Tunisia,279,16,69.75,0
2026-01-21,event_10350,Ukraine,277,5,92.33333333333333,0
2026-01-21,event_10351,Jamaica,277,37,13.85,0
2026-01-21,event_10350,Ethiopia,275,12,68.75,0
2026-01-21,event_10511,Slovakia,275,1,275,0
2026-01-21,event_10505,India,263,66,8.766666666666667,0
2026-01-21,event_10351,El Salvador,261,42,15.352941176470589,0
2026-01-21,event_37000,United States,260,211,1.2322274881516588,0
2026-01-21,event_10350,Tanzania,258,20,16.125,0
2026-01-21,event_10351,Vietnam,257,43,32.125,0
2026-01-21,event_10352,Ecuador,257,42,19.76923076923077,0
2026-01-21,event_10352,Canada,257,64,17.133333333333333,0
2026-01-21,event_10511,Indonesia,251,28,10.04,0
2026-01-21,event_10352,Morocco,245,29,20.416666666666668,0
2026-01-21,event_10511,Honduras,244,4,61,0
2026-01-21,event_10351,Costa Rica,243,25,24.3,0
2026-01-21,event_10353,Philippines,243,41,6.942857142857143,0
2026-01-21,event_10351,Qatar,241,29,60.25,0
2026-01-21,event_6800,Netherlands,241,114,4.462962962962963,0
2026-01-21,event_10353,Japan,238,13,19.833333333333332,0
2026-01-21,event_10350,Switzerland,237,24,21.545454545454547,0
2026-01-21,event_10352,Sudan,236,17,47.2,0
2026-01-21,event_6800,Spain,233,115,5.682926829268292,0
2026-01-21,event_10351,Jordan,232,26,29,0
2026-01-21,event_10350,Ireland,231,44,28.875,0
2026-01-21,event_10505,Portugal,231,50,9.625,0
2026-01-21,event_10351,Ghana,230,17,23,0
2026-01-21,event_6800,Colombia,228,140,4.222222222222222,0
2026-01-21,event_10350,Cape Verde,226,5,45.2,0
2026-01-21,event_10350,Afghanistan,224,29,14,0
2026-01-21,event_10352,Dominican Republic,223,38,18.583333333333332,0
2026-01-21,event_10352,Japan,222,33,18.5,0
2026-01-21,event_10352,Ethiopia,221,10,55.25,0
2026-01-21,event_10352,Mozambique,220,17,20,0
2026-01-21,event_6800,France,220,85,5.5,0
2026-01-21,event_6800,Italy,216,84,12.705882352941176,0
2026-01-21,event_10350,Belgium,214,18,30.571428571428573,0
2026-01-21,event_10351,Uruguay,214,30,23.77777777777778,0
2026-01-21,event_10363,Iran,212,96,2.617283950617284,0
2026-01-21,event_10351,Venezuela,211,37,15.071428571428571,0
2026-01-21,event_10350,Romania,207,18,23,0
2026-01-21,event_10364,Brazil,206,160,1.2955974842767295,0
2026-01-21,event_10350,Oman,201,32,13.4,0
2026-01-21,event_10352,Cape Verde,200,5,40,0
2026-01-21,event_10505,Egypt,193,28,11.352941176470589,0
2026-01-21,event_1000,Iran,192,133,1.4883720930232558,0
2026-01-21,event_10350,South Korea,191,18,31.833333333333332,0
2026-01-21,event_10351,Nepal,189,26,31.5,0
2026-01-21,event_10350,Burkina Faso,188,4,0,0
2026-01-21,event_10352,Vietnam,188,46,37.6,0
2026-01-21,event_10353,Kuwait,188,5,37.6,0
2026-01-21,event_10353,Dominican Republic,186,9,20.666666666666668,0
2026-01-21,event_10353,Chile,186,16,14.307692307692308,0
2026-01-21,event_10352,Afghanistan,185,23,16.818181818181817,0
2026-01-21,event_6800,Paraguay,185,94,5.285714285714286,0
2026-01-21,event_10350,Norway,184,21,23,0
2026-01-21,event_10505,Philippines,184,26,14.153846153846153,0
2026-01-21,event_6800,Algeria,184,74,10.222222222222221,0
2026-01-21,event_10363,India,183,50,4.815789473684211,0
2026-01-21,event_10352,Ukraine,180,3,90,0
2026-01-21,event_10505,Iran,180,129,2.142857142857143,0
2026-01-21,event_10350,Israel,176,20,29.333333333333332,0
2026-01-21,event_10350,Serbia,173,4,86.5,0
2026-01-21,event_10350,Uganda,173,18,15.727272727272727,0
2026-01-21,event_10351,Iraq,172,13,43,0
2026-01-21,event_10353,Saudi Arabia,172,24,8.6,0
2026-01-21,event_1000,India,171,99,1.7272727272727273,0
2026-01-21,event_10351,South Korea,171,17,28.5,0
2026-01-21,event_10850,United States,169,133,1.2706766917293233,0
2026-01-21,event_10350,Zambia,166,4,55.333333333333336,0
2026-01-21,event_10351,Romania,164,11,16.4,0
2026-01-21,event_10351,Tunisia,164,12,41,0
2026-01-21,event_10352,South Africa,164,18,14.909090909090908,0
2026-01-21,event_6800,Japan,164,70,6.56,0
2026-01-21,event_10351,Switzerland,162,10,18,0
2026-01-21,event_10350,Panama,161,17,20.125,0
2026-01-21,event_10353,Morocco,157,11,15.7,0
2026-01-21,event_10351,Haiti,156,16,11.142857142857142,0
2026-01-21,event_10352,Zambia,156,4,52,0
2026-01-21,event_10351,Israel,155,15,25.833333333333332,0
2026-01-21,event_10352,Burkina Faso,152,2,0,0
2026-01-21,event_10353,Ghana,149,7,21.285714285714285,0
2026-01-21,event_6800,United Arab Emirates,149,61,9.933333333333334,0
2026-01-21,event_10512,United States,148,84,1.7619047619047619,0
